purchase_id,invoice_number,date,employee,account,platform,category,product,unit_cost,qty,unit_price,total,product_id
,,2023-06-08 00:00:00,Fausto,Caja,,Cerveza,Schneider  473ml,130.12,12,340,1561.44,7793147118860
,,2023-06-08 00:00:00,Fausto,Caja,,Gaseosa,Secco Lima Limón 500ml,140.62,6,200,843.72,7792758005071
,,2023-06-08 00:00:00,Fausto,Caja,,Gaseosa,Secco Pomelo 3000ml,341.48,8,430,2731.84,7792758013045
,,2023-06-08 00:00:00,Fausto,Caja,,Gaseosa,Secco Pomelo 500ml,140.62,6,200,843.72,7792758010549
,,2023-06-08 00:00:00,Fausto,Caja,,Gaseosa,Secco Pomelo Intenso 3000ml,341.48,4,430,1365.92,7792758372265
,,2023-06-08 00:00:00,Fausto,Caja,,Gaseosa,Sprite 500 ml,208.33,6,280,1249.98,7790895000829
,,2023-06-09 00:00:00,Fausto,Caja,,Cerveza,Corona  710ml,583.33,12,850,7000,7792798003716
,,2023-06-09 00:00:00,Fausto,Caja,,Mercadito,Dulce de Leche Manfrey 250g,266,6,350,1596,7791058000137
,,2023-06-09 00:00:00,Fausto,Caja,,Mercadito,Fideos Secos Tagliatelle La Providencia 500g,239.2,6,340,1435.2,7798141971404
,,2023-06-09 00:00:00,Fausto,Caja,,Mercadito,Fideos Secos Tallarines La Providencia 500g,192,6,250,1152,7798141970353
,,2023-06-09 00:00:00,Fausto,Caja,,Cigarrillo,Marlboro  Común 12,410,10,450,4100,77983343
,,2023-06-09 00:00:00,Fausto,Caja,,Cigarrillo,Marlboro Fusión 12,410,10,450,4100,77978141
,,2023-06-09 00:00:00,Fausto,Caja,,Cigarrillo,Philip Morris  Común 12,400,10,450,4000,77981813
,,2023-06-09 00:00:00,Fausto,Caja,,Cigarrillo,Philip Morris Convertible 12,400,10,450,4000,77971913
,,2023-06-09 00:00:00,Fausto,Caja,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,423.1,36,530,15231.62,7792798007424
,,2023-06-09 00:00:00,Fausto,Caja,,Cerveza,Quilmes Clásica  473ml,241.67,24,330,5799.98,7792798012923
,,2023-06-09 00:00:00,Fausto,Caja,,Energizante,Speed 473ml,280,12,420,3360,7798119220183
,,2023-06-09 00:00:00,Fausto,Caja,,Energizante,Speed Unlimited 250 ml,200,24,300,4800,7798119220015
,,2023-06-09 00:00:00,Fausto,Caja,,Vino,Viñas de Balbo 1125ml,616.66,12,780,7399.92,7791843008294
,,2023-06-10 00:00:00,Marisa y Kuky,Caja,,Varios,"Globos Candela Perlado 9"" Naranja",11.76,50,30,588,7798130954449
,,2023-06-10 00:00:00,Marisa y Kuky,Caja,,Varios,"Globos Candela Perlado 9"" Verde",11.76,50,30,588,7798130954463
,,2023-06-10 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,IbuEvanol,37.5,20,50,750,7794640141720
,,2023-06-10 00:00:00,Marisa y Kuky,Caja,,Chocolate,Mantecol Clásico 111g,360.57,10,460,3605.7,7622201812652
,,2023-06-10 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,Qura Plus,55,20,80,1100,7792175007474
,,2023-06-10 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,Sertal Propinol Perlas,69,10,100,690,7795345121512
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Bolsas Residuos Grandes Virutx 80 x 110 cm x 10 u,56,30,70,1680,7794321019102
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Varios,Bolsas Residuos Mediana Virutex 50x70 cm x 20 u,15.5,40,20,620,7794321019089
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Detergete Magistral Marina x 500 ml,660,3,900,1980,7500435216487
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Aperitivo,Dr Lemon Mojito 473ml,235,6,330,1410,7790950144055
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Aperitivo,Dr Lemon Vodka 473ml,235,6,400,1410,7790950202823
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Aperitivo,Fernet Branca 450ml,1529,3,2000,4587,7790290001179
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Mate Cocido S&P 3g,5.4,50,10,270,7798023696555
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Mercadito,Mayonesa Natura 125ml,115,20,200,2300,
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Mercadito,Puré de Tomates S&P 520g,120,12,180,1440,7798023690379
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Raid Mata Moscas y Mosquitos sin Olor 360 cm3,514,3,700,1542,7790520997647
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Farmacia,Repelente de Insectos OFF en Aerosol x 170 cm3,830,5,1000,4150,7790520025401
,,2023-06-11 00:00:00,Marisa y Kuky,Caja,,Mercadito,Sal Fina  Corrediza Celusal 500g,115,6,200,690,7790072002080
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Te Boldo La Virginia x 25 saquitos,11.92,100,20,1192,7790150310267
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Té de Manzanilla x 25 Saquitos de 25g c/u,9.68,75,20,726,7790150330166
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,"Té Manzanilla con Anís x25 Saquitos de 37,5g c/u",11.6,75,20,870,7790150331088
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Te Verde Taragui x 20 saquitos,10.45,60,20,627,7790387001785
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Vinagre de Alcohol Menoyo 500 ml,145,12,250,1740,7790130000034
,,2023-06-11 00:00:00,Marisa y Kuky,Kuky y Marisa,,Mercadito,Virulana Rollitos x 10,15,30,30,450,7794440101702
,,2023-06-12 00:00:00,Marisa y Kuky,Caja,,Snack,Papas Clásicas Quento 100 grs,333.95,6,450,2003.7,7798187211311
,,2023-06-12 00:00:00,Marisa y Kuky,Caja,,Snack,Papas Clásicas Quento 50 grs,167.91,6,230,1007.46,7798187210024
,,2023-06-14 00:00:00,Fausto,Caja,,Jugo,Baggio Pronto Durazno 1000ml,378.12,8,480,3024.96,7790036000343
,,2023-06-14 00:00:00,Fausto,Caja,,Jugo,Baggio Pronto Durazno 200ml,110,18,150,1980,7790036000589
,,2023-06-14 00:00:00,Fausto,Caja,,Jugo,Baggio Pronto Mix Frutal 1000ml,378.12,8,480,3024.96,7790036000367
,,2023-06-14 00:00:00,Fausto,Caja,,Jugo,Baggio Pronto Multifruta 1000ml,378.12,8,480,3024.96,7790036000466
,,2023-06-14 00:00:00,Fausto,Caja,,Jugo,Baggio Pronto Multifruta 200ml,110,18,150,1980,7790036000619
,,2023-06-15 00:00:00,Fausto,Caja,,Soda,Soda Sifón Secco 2 L,218.75,18,300,3937.5,7792758372432
,,2023-06-16 00:00:00,Marisa y Kuky,Caja,Log In,Carga,Carga Virtual,1,10000,1,10000,954456325874
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Criollitas Original 100 grs,101.59,10,150,1015.9,7790040377707
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Maná Rellena Frutilla 152g,240.42,5,320,1202.1,7790040133266
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Maná Rellena Vainilla 152g,240.42,5,320,1202.1,7790040133235
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 20,630,10,700,6300,77916433
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Box 20,720,10,800,7200,77918482
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 20 Box,640,8,730,5120,77947550
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Menthoplus Cherry 29,4g",71.88,12,150,862.56,77958631
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Menthoplus Strong 29,4g",71.88,12,150,862.56,77958648
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Merengadas 88g,188.45,10,280,1884.5,7790040139657
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris  Convertible Box 20,630,10,700,6300,77940735
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,560,10,650,5600,77912879
,,2023-06-16 00:00:00,Fausto,Caja,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,423.1,36,530,15231.6,7792798007424
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Serranas 112g,104.97,10,150,1049.7,7790040704800
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Serranitas 30 grs,91.1,10,150,911,7790040136113
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Galletita,Sonrisas 108g,188.45,10,280,1884.5,7790040133488
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Topline Seven Mandarina 14g,111.28,16,150,1780.48,77932693
,,2023-06-16 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Turrón Maní Chocolatada Arcor 25g,75,7,100,525,77975737
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Aceite de Girasol Pureza 900ml,485,3,600,1455,7792180137937
,,2023-06-17 00:00:00,Marisa y Kuky,Caja,,Agua,Agua Mineral sin Gas Benedictino 600cc ,125,24,180,3000,7790895647741
,,2023-06-17 00:00:00,Marisa y Kuky,Caja,,Agua,Agua Mineral sin Gas Benedictino 600cc ,0,12,180,0,7790895647741
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Azúcar Los Cuatro 1 kg,519.9,10,600,5199,7798094060019
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Aperitivo,Dr Lemon Mojito 473ml,195,10,330,1950,7790950144055
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,,Dr. Lemon Limon 473 ml,266.78,6,400,1600.68,
,,2023-06-17 00:00:00,Marisa y Kuky,Caja,,Chocolate,Las Colonias Blanco Triple 1,96.42,24,130,2314.08,77917805
,,2023-06-17 00:00:00,Marisa y Kuky,Caja,,Chocolate,Las Colonias Negro Triple 1,96.42,24,130,2314.08,77917812
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Chocolatada Ilolay Kids 1 L,371.71,5,500,1858.55,7790787949670
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Chocolatada Nesquik Menos Azúcar,157,12,200,1884,8445290376299
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,,Licor Fino Cafe al Cognac Bar&Pubs,243.52,8,450,1948.16,
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Bebida Blanca,Licor Whisky Gloucester 200 cc,281.18,4,450,1124.72,7790121000920
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Queso  Rallado La Quesera 40 grs,140.75,20,200,2815,7792882000201
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Amanda Tradicional 250g,260,3,400,780,7792710000038
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Mate Playadito 250 grs,315.48,3,420,946.44,7793704000249
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Mate Rosamonte 250 grs,282.62,3,400,847.86,7790411000067
,,2023-06-17 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Yerba Romance 500g,429.9,5,550,2149.5,7790802000010
,,2023-06-20 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Baggio Fresh Liviano Multifruta 1000ml,378,1,480,378,7790036975399
,,2023-06-20 00:00:00,Marisa y Kuky,Caja Azul,,Jugo,Baggio Fresh Multifruta 200ml,110,3,150,330,7790036975429
,,2023-06-20 00:00:00,Marisa y Kuky,Caja Azul,Log In,Golosina,Caramelos Butter Toffees,8,760,15,6080,7790580134099
,,2023-06-20 00:00:00,Marisa y Kuky,Caja Azul,Log In,Carga,Carga Virtual,1,10000,1,10000,954456325874
,,2023-06-20 00:00:00,Marisa y Kuky,Caja Azul,Log In,Golosina,Turrón Maní Arcor 25g,75,50,100,3750,77940131
,,2023-06-21 00:00:00,Marisa y Kuky,Caja,,Farmacia,Gillette Prestobarba,135.88,12,200,1630.56,7891051026780
,,2023-06-21 00:00:00,Marisa y Kuky,Caja,,Farmacia,Gillette Prestobarba Ultra Grip 2,234.7,10,300,2347,7500435198769
,,2023-06-21 00:00:00,Marisa y Kuky,Caja Azul,,Snack,Maní King Salado Sin Piel 120g,168.67,5,250,843.35,7798151950451
,,2023-06-21 00:00:00,Marisa y Kuky,Caja Azul,,Bebida Blanca,Petaca Whisky Pioneer 200 ml,350,6,500,2100,7790163013049
,,2023-06-21 00:00:00,Marisa y Kuky,Caja,,Mercadito,Té Taragûi 2g,0,6,10,0,7790387800135
,,2023-06-21 00:00:00,Marisa y Kuky,Caja,,Mercadito,Yerba Mate Mañanita 500g,539.84,10,600,5398.4,7790387015324
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,Coca Cola Retornable 1500ml,337.5,24,480,8100,7790895005916
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Gaseosa,"Coca Cola Retornable 2,5 L",487.5,16,650,7800,7790895068164
,,2023-06-22 00:00:00,Marisa y Kuky,Caja,,Aperitivo,Fernet Branca 450ml,1579.73,6,2000,9478.38,7790290001179
,,2023-06-22 00:00:00,Marisa y Kuky,Caja,,Lácteos,Manteca Tonadita 100 grs,293.44,5,380,1467.2,7798060850019
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Menthoplus Mentol 29,4g",86.97,12,150,1043.64,77958624
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Menthoplus Mint 29,4g",86.97,12,150,1043.64,77958662
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Fruta 6,7g",53.9,20,100,1078,77916389
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Menta 6,7g",53.9,20,100,1078,77916426
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Sandía 6,7g",53.9,20,100,1078,77919489
,,2023-06-22 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,"Topline Strong 6,7g",53.9,20,100,1078,77916396
,,2023-06-23 00:00:00,Marisa y Kuky,Caja,Claro,Carga,Carga Virtual,1,3000,1,3000,954456325874
,,2023-06-23 00:00:00,Fausto,Caja,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,423.1,24,530,10154.4,7792798007424
,,2023-06-24 00:00:00,Fausto,Caja,,Mercadito,Anis en Grano 25g,161.08,6,230,966.48,7790150420331
,,2023-06-24 00:00:00,Fausto,Caja,,,Fernando 1L,205,12,300,2460,
,,2023-06-24 00:00:00,Fausto,Caja,,Farmacia,Prime Anatómico 3,434,3,550,1302,7791519200021
,,2023-06-24 00:00:00,Fausto,Caja,,Farmacia,Prime Espermicida 3,434,3,550,1302,7791519200076
,,2023-06-24 00:00:00,Fausto,Caja,,Farmacia,Prime Extra Lubricado 3,434,3,550,1302,7791519000676
,,2023-06-24 00:00:00,Fausto,Caja,,Farmacia,Prime Warming  3,434,3,550,1302,7791519701856
,,2023-06-24 00:00:00,Fausto,Caja,,Golosina,Topline Seven X-plosive Mint 14g,111.19,16,150,1779.04,77931764
,,2023-06-24 00:00:00,Fausto,Caja,,Galletita,Trío Pepas 200g,179.5,10,250,1795,7791787000422
,,2023-06-26 00:00:00,Marisa y Kuky,Caja,,Farmacia,Actron 600 mg,98,20,130,1960,
,,2023-06-26 00:00:00,Fausto,Caja,,Snack,Lay's 40g,207.09,13,280,2692.17,7790310985236
,,2023-06-26 00:00:00,Fausto,Caja,,Snack,Papas Clásicas Quento 100 grs,333.95,5,450,1669.75,7798187211311
,,2023-06-26 00:00:00,Fausto,Caja,,Snack,Papas Clásicas Quento 50 grs,167.91,10,250,1679.1,7798187210024
,,2023-06-26 00:00:00,Fausto,Caja,,Snack,Papas Quento  Jamón Serrano 90 g,333.95,5,400,1669.75,7798187211281
,,2023-06-26 00:00:00,Marisa y Kuky,Caja,,Farmacia,Tafirol Forte Paracetamol 650 mg,46,20,60,920,7798140250395
,,2023-06-26 00:00:00,Marisa y Kuky,Caja,,Farmacia,Tafirol Paracetamol 1g 1,63,20,80,1260,7798140253334
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Andes Fresquita Mendocina 473ml,310.4,4,350,1241.6,7792798012572
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Brahma Dorada Lata 473 cm3,269.31,6,360,1615.86,7792798011421
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Brahma Retornable 1000ml,0,12,650,0,7792798007493
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Corona 410ml,377.18,6,480,2263.08,7792798012435
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Michelob Ultra 410 cm3,273.44,6,350,1640.64,7792798010240
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Quilmes Doble Malta 473ml,292.23,6,380,1753.38,7792798011513
,,2023-06-27 00:00:00,Marisa y Kuky,Caja,,Cerveza,Stella Artois Blanche 473ml,379,6,490,2274,7792798012701
,,2023-06-29 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Coca Cola Zero Retornable 2000ml,375,8,500,3000,7790895067617
,,2023-06-29 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Entera Tregar 1000ml,304,12,400,3648,7793913001822
,,2023-06-29 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Parcialmente Descremada Tregar 1000ml,304,12,400,3648,7793913012996
,,2023-06-29 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Manteca Tonadita 100 grs,293.44,5,400,1467.2,7798060850019
,,2023-06-29 00:00:00,Marisa y Kuky,Caja,,Soda,Soda Sifón Secco 2 L,218.75,12,300,2625,7792758372432
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Chesterfield 20 Común ,460,10,550,4600,77953513
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Entera Tregar 1000ml,304.43,24,400,7306.32,7793913001822
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Lácteos,Leche Parcialmente Descremada Tregar 1000ml,304.43,12,400,3653.16,7793913012996
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike  Convertible 12,360,10,450,3600,77976994
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Lucky Strike Común 20 Blanco ,560,10,650,5600,77976512
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro  Común 20,630,10,700,6300,77916433
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris 20 Común 20,560,10,650,5600,77912879
,,2023-06-30 00:00:00,Marisa y Kuky,Caja Azul,,Golosina,Turrón Maní Chocolatada Arcor 25g,75,6,100,450,77975737
,,2023-07-01 00:00:00,Marisa y Kuky,Caja,,Galletita,9 de Oro Agridulces 215 grs,198,10,250,1980,7792180139726
,,2023-07-01 00:00:00,Marisa y Kuky,Caja,,Golosina,Gomitas Conitos Frutales,83.79,16,100,1340.64,7790580130305
,,2023-07-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Marlboro Fusión 12,470,10,540,4700,77978141
,,2023-07-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Master Común 20,470,10,350,4700,77941558
,,2023-07-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Philip Morris Convertible 12,470,10,540,4700,77971913
,,2023-07-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Pier Rojo 20 20,265,10,350,2650,77960900
,,2023-07-01 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Pier Verde 20 20,265,10,350,2650,77962737
,,2023-07-01 00:00:00,Marisa y Kuky,Caja,,Varios,Pila Alcalina AAA Rayovac,172.5,8,230,1380,12800389353
,,2023-07-01 00:00:00,Marisa y Kuky,Caja,,Vino,Vino Toro Clásico Tinto 750 cc,481.66,6,630,2889.96,7790314003226
,,2023-07-03 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Secco Lima 3000ml,341.5,4,450,1366,7792758000236
,,2023-07-03 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Secco Pomelo 3000ml,341.5,8,450,2732,7792758013045
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Librería,AFICHE 1 ,135.52,20,180,2710.4,7791911246825
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Librería,Hojas A4,3.58,1500,6,5367.3,HOJASA4
,,2023-07-05 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Imperial Golden  473ml,291.66,24,380,6999.84,7793147571689
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Librería,Mapa Argentina Político MC,20.96,80,100,1676.8,7798031954111
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Librería,Mapa Planisferio Político MC,20.96,80,100,1676.8,7798031954012
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Golosina,"Menthoplus Cherry 29,4g",92.19,12,150,1106.28,77958631
,,2023-07-05 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Miller  473ml,304.16,24,380,7299.84,7793147001827
,,2023-07-05 00:00:00,Marisa y Kuky,Caja Azul,,Mercadito,Papel Higiénico Higienol Max 80 metros,175.2,24,250,4204.8,7790250015826
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Golosina,Topline Seven Atomic Strong 14g,117.97,16,150,1887.52,77939753
,,2023-07-05 00:00:00,Marisa y Kuky,Caja,,Vino,Viñas de Balbo 1125ml,652.58,6,840,3915.48,7791843008294
,,2023-07-06 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Alfajor Genio Nevares Triple Blanco 60 grs,67,3,100,201,7798094220963
,,2023-07-06 00:00:00,Marisa y Kuky,Caja Azul,,Chocolate,Alfajor Genio Nevares Triple Negro 60 grs,67,9,100,603,7798094220956
,,2023-07-06 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Cola 3000ml,370,12,480,4440,7791375001817
,,2023-07-06 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Lima 3000ml,370,12,480,4440,7791375001824
,,2023-07-06 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Pomelo 3000ml,370,12,480,4440,7791375001800
,,2023-07-06 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Master Común 20,296,20,370,5920,77941558
,,2023-07-07 00:00:00,Marisa y Kuky,Caja,,Cerveza,Quilmes Bajo Cero Retornable 1000ml,422.12,36,600,15196.32,7792798007424
,,2023-07-08 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,Alcohol al 70% 500 ml,312,3,450,936,7790139101428
,,2023-07-08 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Brahma  473ml,316.75,12,430,3801,7792798005888
,,2023-07-08 00:00:00,Marisa y Kuky,Caja Azul,,Cerveza,Budweiser 473 cc,313.86,18,450,5649.48,7793147118822
,,2023-07-08 00:00:00,Marisa y Kuky,Caja Azul,,Farmacia,Jabón Lux  x 125 grs,166.66,6,250,999.96,7791293044347
,,2023-07-08 00:00:00,Marisa y Kuky,Caja,,Galletita,Lincoln Clásica 153g,204.35,6,260,1226.1,7622201386719
,,2023-07-08 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Master Común 20,267.3,50,370,13365,77941558
,,2023-07-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Cola 500ml,115,6,150,690,7791375000490
,,2023-07-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Lima 500ml,115,6,150,690,7791375000476
,,2023-07-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Manzana 500ml,115,6,150,690,7791375001282
,,2023-07-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Naranja 500ml,115,6,150,690,7791375000414
,,2023-07-10 00:00:00,Marisa y Kuky,Caja,,Gaseosa,Cabalgata Pomelo 500ml,115,6,150,690,7791375000438
,,2023-07-12 00:00:00,Marisa y Kuky,Caja,,Chocolate,Hamlet Almendras y Maní 43 grs,85.13,21,150,1787.73,7794612065719
,,2023-07-12 00:00:00,Marisa y Kuky,Caja,,Chocolate,Hamlet Sabor Yoghurt Frutilla 43 grs,85.13,21,150,1787.73,7794612066419
,,2023-07-12 00:00:00,Marisa y Kuky,Caja,,Chocolate,Huevo Kinder 20g,325.86,12,450,3910.32,77965349
,,2023-07-13 00:00:00,Marisa y Kuky,Caja,,,Cepita Ananá 1500 ml,432,4,550,1728,
,,2023-07-13 00:00:00,Marisa y Kuky,Caja,,Jugo,Cepita Naranja 1500ml,432,8,550,3456,7790895641800
,,2023-07-13 00:00:00,Marisa y Kuky,Caja,,Soda,Soda Sifón Secco 2 L,242.17,12,330,2906.04,7792758372432
,,2023-07-14 00:00:00,Marisa y Kuky,Caja,,Cerveza,Brahma Dorada Lata 473 cm3,307.62,24,420,7382.88,7792798011421
,,2023-07-14 00:00:00,Marisa y Kuky,Caja,,Cerveza,Budweiser 473 cc,323.16,24,450,7755.84,7793147118822
,,2023-07-15 00:00:00,Marisa y Kuky,Caja,,Galletita,9 de Oro Salada  200g,168.96,12,280,2027.52,7792200000159
,,2023-07-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Liverpool Red x 20,285,10,380,2850,77988836
,,2023-07-15 00:00:00,Marisa y Kuky,Caja Azul,,Cigarrillo,Pier Rojo 20 20,285,10,380,2850,77960900
,,2023-07-16 00:00:00,Marisa y Kuky,Caja,,Chocolate,Bonobón Arcor Blanco,83.34,3,100,250.02,77961815
,,2023-07-16 00:00:00,Marisa y Kuky,Caja,,Chocolate,Bonobón Arcor Negro,83.34,3,100,250.02,77958921
,,2023-07-16 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Marlboro  Común 20,710,10,800,7100,77916433
,,2023-07-16 00:00:00,Marisa y Kuky,Caja,,Cigarrillo,Philip Morris 20 Común 20,630,10,700,6300,77912879
,,2023-07-17 00:00:00,Marisa y Kuky,Caja,,Agua Saborizada,Bio Balance Naranja 1500ml,203.13,2,280,406.25,7792758372159
,,2023-07-17 00:00:00,Marisa y Kuky,Caja,,Agua Saborizada,Bio Balance Pomelo 1500ml,203.13,2,280,406.26,7792758372135
,,2023-07-17 00:00:00,Marisa y Kuky,Caja,,Vino,Toro Blanco Tetra 1 Litro,487.45,12,650,5849.4,7790314063848
,,2023-07-18 00:00:00,Marisa y Kuky,Caja,,Cerveza,Corona  710ml,702.3,48,1000,33710.4,7792798003716
,,2023-07-18 00:00:00,Marisa y Kuky,Caja,,Galletita,Diversión Arcor 398g,0,7,450,0,7790040138902
,,2023-07-18 00:00:00,Marisa y Kuky,Caja,,Snack,Saladix Calabresa 100g,232.16,12,300,2785.92,7790580716806
,,2023-07-18 00:00:00,Marisa y Kuky,Caja,,Snack,Saladix Jamón 100g,232.16,12,300,2785.92,7790580716707
