invoice_number,date,employee,account,platform,unit_cost,qty,unit_price,total,product_id
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,79.9,5,180.0,399.5,397
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,88.5,5,150.0,442.5,894
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,64.9,5,100.0,324.5,838
114.0,2023-01-09,Marisa y Kuky,Caja Azul, ,15.7,40,25.0,628.0,1092
115.0,2023-01-09,Marisa y Kuky,Caja Azul, ,43.3,12,80.0,519.6,335
115.0,2023-01-09,Marisa y Kuky,Caja Azul, ,74.62,16,150.0,1193.92,567
115.0,2023-01-09,Marisa y Kuky,Caja Azul, ,74.62,16,150.0,1193.92,563
115.0,2023-01-09,Marisa y Kuky,Caja Azul, ,295.0,4,400.0,1180.0,597
116.0,2023-01-09,Marisa y Kuky,Caja Azul, ,200.0,3,300.0,600.0,1087
117.0,2023-01-10,Fausto,Caja Azul, ,248.57,14,350.0,3479.98,42
117.0,2023-01-10,Fausto,Caja Azul, ,248.57,14,350.0,3479.98,46
117.0,2023-01-10,Fausto,Caja Azul, ,248.57,14,350.0,3479.98,39
118.0,2023-01-11,Fausto,Caja Azul, ,340.0,5,450.0,1700.0,936
118.0,2023-01-11,Fausto,Caja Azul, ,74.73,19,100.0,1419.87,585
118.0,2023-01-11,Fausto,Caja Azul, ,74.73,19,100.0,1419.87,591
119.0,2023-01-12,Fausto,Caja, ,250.34,5,350.0,1251.7,658
119.0,2023-01-12,Fausto,Caja, ,183.27,10,250.0,1832.7,650
119.0,2023-01-12,Fausto,Caja, ,250.0,1,330.0,250.0,503
119.0,2023-01-12,Fausto,Caja, ,250.0,8,330.0,2000.0,508
119.0,2023-01-12,Fausto,Caja, ,250.0,8,330.0,2000.0,510
119.0,2023-01-12,Fausto,Caja, ,250.0,8,330.0,2000.0,506
120.0,2023-01-13,Fausto,Caja Azul, ,138.66,24,130.0,3327.84,501
120.0,2023-01-13,Fausto,Caja Azul, ,0.0,6,250.0,0.0,92
121.0,2023-01-13,Marisa y Kuky,Caja Azul,Log In,154.17,24,220.0,3700.08,113
121.0,2023-01-13,Marisa y Kuky,Caja Azul,Log In,154.17,24,250.0,3700.08,123
121.0,2023-01-13,Marisa y Kuky,Caja Azul,Log In,1.0,5000,1.0,5000.0,85
122.0,2023-01-14,Marisa y Kuky,Kuky y Marisa, ,53.79,40,80.0,2151.6,187
123.0,2023-01-15,Marisa y Kuky,Caja Azul,Log In,1.0,15000,1.0,15000.0,85
124.0,2023-01-16,Marisa y Kuky,Caja Azul, ,133.92,42,230.0,5624.64,1084
124.0,2023-01-16,Marisa y Kuky,Caja Azul, ,250.0,8,330.0,2000.0,504
124.0,2023-01-16,Marisa y Kuky,Caja Azul, ,293.12,96,450.0,28139.52,115
125.0,2023-01-16,Fausto,Kuky y Marisa, ,115.0,24,120.0,2760.0,242
126.0,2023-01-17,Marisa y Kuky,Caja, ,195.0,4,250.0,780.0,557
127.0,2023-01-17,Fausto,Caja Azul, ,320.0,10,380.0,3200.0,212
127.0,2023-01-17,Fausto,Caja Azul, ,490.0,10,570.0,4900.0,213
127.0,2023-01-17,Fausto,Caja Azul, ,550.0,10,630.0,5500.0,214
127.0,2023-01-17,Fausto,Caja Azul, ,500.0,7,580.0,3500.0,216
127.0,2023-01-17,Fausto,Caja Azul, ,290.0,10,350.0,2900.0,215
128.0,2023-01-17,Fausto,Caja Azul, ,195.21,5,300.0,976.05,787
128.0,2023-01-17,Fausto,Caja Azul, ,199.0,4,300.0,796.0,852
128.0,2023-01-17,Fausto,Caja Azul, ,308.9,3,420.0,926.7,925
128.0,2023-01-17,Fausto,Caja Azul, ,116.99,6,200.0,701.94,417
128.0,2023-01-17,Fausto,Caja Azul, ,119.9,6,200.0,719.4,412
128.0,2023-01-17,Fausto,Caja Azul, ,135.45,3,200.0,406.35,843
128.0,2023-01-17,Fausto,Caja Azul, ,135.45,3,200.0,406.35,842
128.0,2023-01-17,Fausto,Caja Azul, ,135.45,3,200.0,406.35,844
128.0,2023-01-17,Fausto,Caja Azul, ,1791.71,1,2000.0,1791.71,883
129.0,2023-01-18,Fausto,Caja Azul, ,60.34,12,100.0,724.08,748
129.0,2023-01-18,Fausto,Caja Azul, ,209.17,10,280.0,2091.7,845
130.0,2023-01-18,Marisa y Kuky,Caja, ,139.0,10,200.0,1390.0,544
132.0,2023-01-19,Fausto,Caja Azul, ,233.35,16,400.0,3733.6,597
132.0,2023-01-19,Fausto,Caja Azul, ,233.35,16,400.0,3733.6,595
132.0,2023-01-19,Fausto,Caja Azul, ,233.35,16,400.0,3733.6,594
132.0,2023-01-19,Fausto,Caja Azul, ,250.0,8,330.0,2000.0,512
133.0,2023-01-19,Fausto,Caja Azul, ,149.29,30,200.0,4478.7,27
133.0,2023-01-19,Fausto,Caja Azul, ,149.29,30,200.0,4478.7,30
134.0,2023-01-20,Fausto,Caja, ,24857.0,1,350.0,24857.0,46
135.0,2023-01-20,Fausto,Caja Azul, ,329.77,24,430.0,7914.48,98
135.0,2023-01-20,Fausto,Caja Azul, ,197.19,24,380.0,4732.56,500
136.0,2023-01-19,Marisa y Kuky,Caja,Pin Web,1.0,5000,1.0,5000.0,85
138.0,2023-01-21,Fausto,Caja Azul, ,180.0,10,180.0,1800.0,225
138.0,2023-01-21,Fausto,Caja Azul, ,180.0,20,230.0,3600.0,217
138.0,2023-01-21,Fausto,Caja Azul, ,195.0,3,250.0,585.0,557
138.0,2023-01-21,Fausto,Caja Azul, ,440.0,10,500.0,4400.0,220
138.0,2023-01-21,Fausto,Caja Azul, ,280.0,10,350.0,2800.0,218
138.0,2023-01-21,Fausto,Caja Azul, ,320.0,10,380.0,3200.0,198
138.0,2023-01-21,Fausto,Caja Azul, ,390.0,12,500.0,4680.0,514
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,342
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,343
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,344
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,2,500.0,800.0,991
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,2,500.0,800.0,1014
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,1008
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,1009
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,2,500.0,800.0,1015
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,982
139.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,983
140.0,2023-01-22,Fausto,Kuky y Marisa, ,400.0,1,500.0,400.0,984
140.0,2023-01-22,Fausto,Kuky y Marisa, ,500.0,1,650.0,500.0,1016
140.0,2023-01-22,Fausto,Kuky y Marisa, ,500.0,1,650.0,500.0,1021
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,379.0,3,550.0,1137.0,798
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,329.99,4,420.0,1319.96,925
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,297.0,3,380.0,891.0,755
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,182.23,10,250.0,1822.3,307
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,102.65,10,150.0,1026.5,831
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,118.99,4,200.0,475.96,828
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,118.99,2,200.0,237.98,834
143.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,146.4,6,250.0,878.4,441
144.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,100.0,6,200.0,600.0,888
145.0,2023-01-23,Fausto,Caja Azul, ,250.0,12,330.0,3000.0,510
145.0,2023-01-23,Fausto,Caja Azul, ,1138.97,12,1400.0,13667.64,60
145.0,2023-01-23,Fausto,Caja Azul, ,235.41,1,300.0,235.41,949
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,213.0,50,10.0,10650.0,909
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,213.0,50,20.0,10650.0,908
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,213.0,1,20.0,213.0,907
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,213.0,24,300.0,5112.0,631
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,213.0,24,300.0,5112.0,636
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,232.99,6,350.0,1397.94,759
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,100.0,6,200.0,600.0,888
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,165.99,3,250.0,497.97,821
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,258.0,6,350.0,1548.0,410
146.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,409.99,5,550.0,2049.95,743
147.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,343.49,8,450.0,2747.92,499
147.0,2023-01-23,Marisa y Kuky,Kuky y Marisa, ,149.0,4,250.0,596.0,965
149.0,2023-01-25,Fausto,Caja, ,415.38,13,550.0,5399.94,1180
150.0,2023-01-25,Fausto,Caja, ,395.0,30,550.0,11850.0,1191
151.0,2023-01-25,Fausto,Caja Azul, ,41.17,8,80.0,329.36,154
151.0,2023-01-25,Fausto,Caja Azul, ,41.17,18,80.0,741.06,155
151.0,2023-01-25,Fausto,Caja Azul, ,41.17,4,60.0,164.68,152
151.0,2023-01-25,Fausto,Caja Azul, ,41.17,4,60.0,164.68,153
151.0,2023-01-25,Fausto,Caja Azul, ,41.56,18,60.0,748.08,152
151.0,2023-01-25,Fausto,Caja Azul, ,169.9,4,230.0,679.6,160
151.0,2023-01-25,Fausto,Caja Azul, ,31.4,30,40.0,942.0,1094
151.0,2023-01-25,Fausto,Caja Azul, ,26.31,30,40.0,789.3,1093
151.0,2023-01-25,Fausto,Caja Azul, ,11.04,100,20.0,1104.0,1091
152.0,2023-01-25,Fausto,Caja Azul, ,88.9,5,150.0,444.5,372
152.0,2023-01-25,Fausto,Caja Azul, ,88.9,4,200.0,355.6,350
152.0,2023-01-25,Fausto,Caja Azul, ,88.9,4,200.0,355.6,382
152.0,2023-01-25,Fausto,Caja Azul, ,114.9,4,180.0,459.6,383
152.0,2023-01-25,Fausto,Caja Azul, ,112.51,4,230.0,450.04,339
152.0,2023-01-25,Fausto,Caja Azul, ,7.81,192,11.0,1499.52,866
152.0,2023-01-25,Fausto,Caja Azul, ,8.68,192,12.0,1666.56,853
152.0,2023-01-25,Fausto,Caja Azul, ,107.42,12,200.0,1289.04,974
153.0,2023-01-25,Fausto,Caja, ,95.0,30,150.0,2850.0,201
154.0,2023-01-26,Fausto,Caja Azul, ,266.67,24,350.0,6400.08,492
155.0,2023-01-26,Fausto,Caja Azul, ,4.75,20,10.0,95.0,231
156.0,2023-01-26,Fausto,Caja Azul, ,270.4,5,350.0,1352.0,621
156.0,2023-01-26,Fausto,Caja Azul, ,153.0,5,200.0,765.0,653
156.0,2023-01-26,Fausto,Caja Azul, ,270.8,3,350.0,812.4,658
156.0,2023-01-26,Fausto,Caja Azul, ,81.88,5,100.0,409.4,657
156.0,2023-01-26,Fausto,Caja Azul, ,81.88,5,100.0,409.4,656
156.0,2023-01-26,Fausto,Caja Azul, ,270.8,2,350.0,541.6,659
156.0,2023-01-26,Fausto,Caja Azul, ,287.22,3,380.0,861.66,626
157.0,2023-01-26,Fausto,Caja Azul, ,250.0,1,400.0,250.0,1012
157.0,2023-01-26,Fausto,Caja Azul, ,250.0,3,400.0,750.0,1012
158.0,2023-01-27,Marisa y Kuky,Caja Azul,Log In,1.0,10000,1.0,10000.0,85
159.0,2023-01-27,Marisa y Kuky,Caja Azul, ,342.59,48,450.0,16444.32,122
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,175.0,20,230.0,3500.0,217
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,160.0,20,230.0,3200.0,225
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,163.0,10,220.0,1630.0,205
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,163.0,10,220.0,1630.0,204
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,250.0,6,400.0,1500.0,257
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,250.0,6,400.0,1500.0,258
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,250.0,6,400.0,1500.0,259
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,250.0,6,400.0,1500.0,255
160.0,2023-01-28,Marisa y Kuky,Caja Azul, ,250.0,6,400.0,1500.0,260
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,264.99,12,350.0,3179.88,46
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,229.16,24,300.0,5499.84,114
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,190.0,24,260.0,4560.0,88
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,225.0,24,300.0,5400.0,109
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,72.91,24,100.0,1749.84,180
161.0,2023-01-28,Marisa y Kuky,Caja Azul, ,72.91,24,100.0,1749.84,179
162.0,2023-01-29,Marisa y Kuky,Caja Azul, ,150.0,3,250.0,450.0,952
163.0,2023-01-29,Marisa y Kuky,Caja Azul, ,150.0,3,250.0,450.0,965
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,38.97,150,60.0,5845.5,155
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,38.97,150,60.0,5845.5,154
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,105.31,10,100.0,1053.1,869
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,300.0,4,400.0,1200.0,924
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,416.66,6,600.0,2499.96,1181
165.0,2023-01-30,Marisa y Kuky,Caja Azul, ,54.61,48,100.0,2621.28,320
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,46.07,25,80.0,1151.75,436
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,46.07,25,80.0,1151.75,437
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,32.5,20,100.0,650.0,568
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,32.5,20,100.0,650.0,561
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,31.66,12,100.0,379.92,518
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,31.66,12,100.0,379.92,519
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,53.33,21,100.0,1119.93,177
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,53.33,21,100.0,1119.93,176
166.0,2023-01-30,Marisa y Kuky,Caja Azul, ,6.42,374,10.0,2401.08,525
167.0,2023-01-30,Marisa y Kuky,Caja Azul, ,250.0,8,330.0,2000.0,508
167.0,2023-01-30,Marisa y Kuky,Caja Azul, ,250.0,8,330.0,2000.0,504
167.0,2023-01-30,Marisa y Kuky,Caja Azul, ,10.0,8,330.0,80.0,503
167.0,2023-01-30,Marisa y Kuky,Caja Azul, ,250.0,8,330.0,2000.0,510
167.0,2023-01-30,Marisa y Kuky,Caja Azul, ,250.0,8,330.0,2000.0,512
168.0,2023-01-31,Marisa y Kuky,Caja Azul, ,250.0,2,350.0,500.0,39
168.0,2023-01-31,Marisa y Kuky,Caja Azul, ,250.0,6,350.0,1500.0,46
168.0,2023-01-31,Marisa y Kuky,Caja Azul, ,250.0,6,350.0,1500.0,42
169.0,2023-02-01,Marisa y Kuky,Caja,Log In,1.0,5000,1.0,5000.0,85
170.0,2023-02-01,Marisa y Kuky,Caja Azul, ,490.0,10,580.0,4900.0,213
170.0,2023-02-01,Marisa y Kuky,Caja Azul, ,500.0,10,600.0,5000.0,216
170.0,2023-02-01,Marisa y Kuky,Caja Azul, ,350.0,10,450.0,3500.0,200
170.0,2023-02-01,Marisa y Kuky,Caja Azul, ,440.0,10,500.0,4400.0,220
170.0,2023-02-01,Marisa y Kuky,Caja Azul, ,167.5,8,200.0,1340.0,189
172.0,2023-02-02,Marisa y Kuky,Caja Azul, ,250.0,5,300.0,1250.0,1061
173.0,2023-02-02,Marisa y Kuky,Caja, ,120.0,8,300.0,960.0,578
174.0,2023-02-02,Fausto,Caja, ,490.0,20,550.0,9800.0,209
174.0,2023-02-02,Fausto,Caja, ,280.0,10,350.0,2800.0,208
174.0,2023-02-02,Fausto,Caja, ,610.0,10,700.0,6100.0,211
176.0,2023-02-04,Marisa y Kuky,Caja, ,425.0,18,500.0,7650.0,488
176.0,2023-02-04,Marisa y Kuky,Caja, ,425.0,6,500.0,2550.0,494
176.0,2023-02-04,Marisa y Kuky,Caja, ,425.0,6,500.0,2550.0,514
176.0,2023-02-04,Marisa y Kuky,Caja, ,120.0,20,160.0,2400.0,223
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,184.6,5,240.0,923.0,1074
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,184.6,5,240.0,923.0,1075
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,128.8,10,200.0,1288.0,761
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,73.4,10,130.0,734.0,898
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,64.4,10,100.0,644.0,841
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,230.0,3,300.0,690.0,1043
177.0,2023-02-06,Marisa y Kuky,Caja Azul, ,192.3,3,250.0,576.9,1029
178.0,2023-02-07,Marisa y Kuky,Caja Azul, ,490.0,10,580.0,4900.0,219
178.0,2023-02-07,Marisa y Kuky,Caja Azul, ,280.0,10,380.0,2800.0,221
178.0,2023-02-07,Marisa y Kuky,Caja Azul, ,440.0,20,530.0,8800.0,220
178.0,2023-02-07,Marisa y Kuky,Caja Azul, ,60.0,8,80.0,480.0,183
179.0,2023-02-07,Marisa y Kuky,Caja Azul, ,267.69,13,350.0,3479.97,46
180.0,2023-02-07,Fausto,Caja Azul, ,266.67,16,350.0,4266.72,492
180.0,2023-02-07,Fausto,Caja Azul, ,225.0,8,350.0,1800.0,497
180.0,2023-02-07,Fausto,Caja Azul, ,225.0,8,350.0,1800.0,517
181.0,2023-02-08,Marisa y Kuky,Caja Azul, ,128.0,6,200.0,768.0,59
181.0,2023-02-08,Marisa y Kuky,Caja Azul, ,128.0,12,200.0,1536.0,2
182.0,2023-02-08,Fausto,Caja Azul, ,227.82,5,300.0,1139.1,173
182.0,2023-02-08,Fausto,Caja Azul, ,227.82,5,300.0,1139.1,167
182.0,2023-02-08,Fausto,Caja Azul, ,113.8,20,200.0,2276.0,150
183.0,2023-02-08,Marisa y Kuky,Caja, ,152.39,5,250.0,761.95,678
184.0,2023-02-09,Marisa y Kuky,Caja, ,216.57,48,300.0,10395.36,109
185.0,2023-02-09,Marisa y Kuky,Caja Azul, ,60.0,10,100.0,600.0,1040
186.0,2023-02-09,Fausto,Caja, ,166.66,12,220.0,1999.92,516
186.0,2023-02-09,Fausto,Caja, ,166.66,12,220.0,1999.92,490
186.0,2023-02-09,Fausto,Caja, ,166.66,12,220.0,1999.92,496
186.0,2023-02-09,Fausto,Caja, ,291.66,6,380.0,1749.96,18
186.0,2023-02-09,Fausto,Caja, ,291.66,6,380.0,1749.96,21
187.0,2023-02-09,Marisa y Kuky,Caja, ,95.0,30,150.0,2850.0,201
187.0,2023-02-09,Marisa y Kuky,Caja, ,320.0,10,380.0,3200.0,198
187.0,2023-02-09,Marisa y Kuky,Caja, ,490.0,1,580.0,490.0,209
188.0,2023-02-09,Marisa y Kuky,Caja Azul, ,280.4,3,380.0,841.2,659
188.0,2023-02-09,Marisa y Kuky,Caja Azul, ,284.23,2,380.0,568.46,658
188.0,2023-02-09,Marisa y Kuky,Caja Azul, ,190.54,5,280.0,952.7,643
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,286.87,2,380.0,573.74,583
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,180.0,12,250.0,2160.0,27
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,180.0,12,250.0,2160.0,30
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,286.87,8,380.0,2294.96,590
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,286.87,8,380.0,2294.96,584
189.0,2023-02-11,Marisa y Kuky,Caja Azul, ,1.0,25000,1.0,25000.0,85
190.0,2023-02-11,Marisa y Kuky,Caja, ,168.75,24,300.0,4050.0,270
190.0,2023-02-11,Marisa y Kuky,Caja, ,230.0,24,300.0,5520.0,114
190.0,2023-02-11,Marisa y Kuky,Caja, ,210.0,24,260.0,5040.0,88
190.0,2023-02-11,Marisa y Kuky,Caja, ,300.0,6,450.0,1800.0,802
191.0,2023-02-11,Fausto,Caja, ,296.69,12,400.0,3560.28,923
191.0,2023-02-11,Fausto,Caja, ,202.75,12,300.0,2433.0,252
191.0,2023-02-11,Fausto,Caja, ,202.75,12,300.0,2433.0,246
191.0,2023-02-11,Fausto,Caja, ,202.75,12,300.0,2433.0,249
191.0,2023-02-11,Fausto,Caja, ,351.14,6,450.0,2106.84,99
191.0,2023-02-11,Fausto,Caja, ,322.33,4,430.0,1289.32,87
191.0,2023-02-11,Fausto,Caja, ,490.0,6,640.0,2940.0,282
191.0,2023-02-11,Fausto,Caja, ,238.78,6,280.0,1432.68,88
191.0,2023-02-11,Fausto,Caja, ,222.0,12,250.0,1347.96,123
191.0,2023-02-11,Fausto,Caja, ,214.9,6,270.0,1289.4,92
192.0,2023-02-12,Marisa y Kuky,Caja Azul, ,55.0,11,100.0,605.0,1070
192.0,2023-02-12,Marisa y Kuky,Caja Azul, ,55.0,23,100.0,55.0,1040
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,78.16,6,150.0,468.96,142
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,100.0,6,150.0,600.0,145
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,300.0,5,400.0,1500.0,464
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,280.0,5,400.0,1400.0,410
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,195.0,5,250.0,975.0,468
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,161.99,5,230.0,809.95,407
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,116.0,5,200.0,580.0,397
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,144.99,5,200.0,724.95,399
193.0,2023-02-12,Marisa y Kuky,Caja Azul, ,222.0,4,350.0,888.0,474
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,249.0,5,350.0,1245.0,472
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,149.0,3,200.0,447.0,395
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,112.0,3,200.0,336.0,398
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,119.0,3,200.0,357.0,402
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,85.0,5,150.0,425.0,451
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,123.25,5,200.0,616.25,401
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,92.0,5,200.0,460.0,462
194.0,2023-02-12,Marisa y Kuky,Caja Azul, ,84.2,5,150.0,421.0,419
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,60.0,5,100.0,300.0,406
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,159.0,5,250.0,795.0,405
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,159.0,5,250.0,795.0,428
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,174.0,5,250.0,870.0,444
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,285.0,5,400.0,1425.0,469
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,180.0,5,250.0,900.0,424
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,86.58,5,150.0,432.9,473
195.0,2023-02-12,Marisa y Kuky,Caja Azul, ,121.0,6,250.0,726.0,430
196.0,2023-02-12,Marisa y Kuky,Caja Azul, ,355.0,3,500.0,1065.0,930
197.0,2023-02-13,Fausto,Caja, ,184.0,6,240.0,1104.0,598
197.0,2023-02-13,Fausto,Caja, ,133.4,12,180.0,1600.8,901
197.0,2023-02-14,Fausto,Caja, ,170.0,20,230.0,3400.0,217
197.0,2023-02-14,Fausto,Caja, ,433.33,12,550.0,5199.96,488
197.0,2023-02-14,Fausto,Caja, ,433.33,6,550.0,2599.98,494
197.0,2023-02-14,Fausto,Caja, ,433.33,6,550.0,2599.98,514
197.0,2023-02-14,Fausto,Caja, ,203.25,4,260.0,813.0,758
198.0,2023-02-14,Fausto,Caja Azul, ,374.19,36,480.0,13470.84,90
198.0,2023-02-14,Fausto,Caja Azul, ,306.58,12,400.0,3678.96,265
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,290.0,10,380.0,2900.0,215
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,490.0,10,580.0,4900.0,213
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,280.0,10,380.0,2800.0,218
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,320.0,10,400.0,3200.0,212
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,440.0,10,530.0,4400.0,220
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,560.0,10,650.0,5600.0,214
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,107.5,4,130.0,430.0,547
199.0,2023-02-15,Marisa y Kuky,Caja Azul, ,80.0,8,100.0,640.0,542
200.0,2023-02-16,Marisa y Kuky,Caja, ,16.0,80,30.0,1280.0,293
255.0,2023-03-04,Marisa y Kuky,Caja Azul, ,333.33,6,450.0,1999.98,19
201.0,2023-02-16,Marisa y Kuky,Caja, ,83.33,36,100.0,2999.88,10
201.0,2023-02-16,Marisa y Kuky,Caja, ,83.33,18,200.0,1499.94,4
202.0,2023-02-16,Fausto,Caja, ,133.9,21,230.0,2811.9,1084
202.0,2023-02-16,Fausto,Caja, ,265.62,8,350.0,2124.96,504
202.0,2023-02-16,Fausto,Caja, ,265.62,12,350.0,3187.44,510
203.0,2023-02-16,Fausto,Caja, ,92.55,5,130.0,462.75,656
203.0,2023-02-16,Fausto,Caja, ,92.55,5,130.0,462.75,657
203.0,2023-02-16,Fausto,Caja, ,280.91,3,380.0,842.73,659
203.0,2023-02-16,Fausto,Caja, ,280.91,3,380.0,842.73,658
203.0,2023-02-16,Fausto,Caja, ,311.93,4,400.0,1247.72,972
203.0,2023-02-16,Fausto,Caja, ,168.32,5,230.0,841.5999999999999,653
204.0,2023-02-16,Marisa y Kuky,Caja Azul, ,320.0,10,400.0,3200.0,198
204.0,2023-02-16,Marisa y Kuky,Caja Azul, ,280.0,20,350.0,5600.0,208
204.0,2023-02-16,Marisa y Kuky,Caja Azul, ,490.0,10,580.0,4900.0,209
204.0,2023-02-16,Marisa y Kuky,Caja Azul, ,210.0,5,300.0,1050.0,233
205.0,2023-02-17,Fausto,Caja, ,201.53,4,300.0,800.0,87
205.0,2023-02-17,Fausto,Caja, ,73.0,6,100.0,438.0,576
206.0,2023-02-17,Fausto,Caja, ,52.17,16,100.0,834.72,193
206.0,2023-02-17,Fausto,Caja, ,62.68,12,100.0,752.16,548
206.0,2023-02-17,Fausto,Caja, ,62.68,12,100.0,752.16,552
207.0,2023-02-17,Marisa y Kuky,Caja Azul, ,311.0,5,400.0,1555.0,1127
208.0,2023-02-17,Marisa y Kuky,Caja Azul, ,375.0,1,450.0,375.0,234
