category,product,unit_cost,unit_price
Agua,Agua caliente 1,56,100
Agua,Agua de Las Misiones x 1500 ml,130.83,200
Agua,Agua mineral  Sierra de los Padres  600ml,60,100
Agua,Agua Mineral Benedictino 2 L,150,280
Agua,"Agua Mineral Bio Sports 1,5L",101.563,150
Agua,Agua Mineral H2O 500ml,56,100
Agua,Agua Mineral Natural Villamanaos 2000ml,73,150
Agua,Agua Mineral Secco 500ml,56,100
Agua,Agua Mineral Sin Gas Benedictino 3L,120,350
Agua,Agua Mineral sin Gas Benedictino 600cc ,65,180
Agua,"Agua Mineral Villa del Sur 1,65ml",76,150
Agua,Agua Vitalíssima 500 ml,55.333,100
Agua,Aguas de Las Misiones 500ml,56,100
Agua,"Sierra de los Padres 1,5L",124,160
Agua,Sierra de Los Padres Agua Mineral Natural,124,200
Agua,Villamanaos 600ml,36,100
Agua,"Vitalisima 1,5 L",94,150
Agua Saborizada,Aquarius Manzana 2250ml,416.66,530
Agua Saborizada,Aquarius Naranja 2250ml,416.66,530
Agua Saborizada,Aquarius Pera 2250ml,416.66,530
Agua Saborizada,Aquarius Pomelo 2250ml,416.66,530
Agua Saborizada,Aquarius Pomelo 2250ml,416.66,530
Agua Saborizada,Aquarius Pomelo Rosado 2250ml,416.66,530
Agua Saborizada,Baggio Fresh Manzana Liviano 1500ml,211.66,320
Agua Saborizada,Baggio Fresh Manzana Liviano 200ml,49,70
Agua Saborizada,Baggio Fresh Mix Frutal 1500ml,211.66,320
Agua Saborizada,Baggio Fresh Naranja 1500ml,211.66,320
Agua Saborizada,Baggio Fresh Naranja Dulce Liviano 1500ml,211.66,320
Agua Saborizada,Baggio Fresh Naranja Liviano 200ml,49,70
Agua Saborizada,Baggio Fresh Pomelo 1500ml,211.66,320
Agua Saborizada,"Bio Balance Manzana 1,5L",0,150
Agua Saborizada,Levité Ananá 2250ml,175,250
Agua Saborizada,Levité Manzana  2500ml,204,250
Agua Saborizada,Levité Manzana 2250ml,175,260
Agua Saborizada,Levité Naranja 1000ml,90,120
Agua Saborizada,Levité Naranja 2250ml,175,260
Agua Saborizada,Levité Pomelo 2250ml,171,260
Agua Saborizada,Sierra de Los Padres Manzana 1500ml,190,300
Agua Saborizada,Sierra de Los Padres Manzana 2250ml,302,400
Agua Saborizada,Sierra de Los Padres Naranja 1500ml,190,300
Agua Saborizada,Sierra de Los Padres Naranja 1500ml,190,300
Agua Saborizada,Sierra de Los Padres Naranja 2250ml,302,400
Agua Saborizada,Sierra de Los Padres Naranja 500ml,73,100
Agua Saborizada,Sierra de Los Padres Pomelo 1500 ml,190,300
Agua Saborizada,Sierra de Los Padres Pomelo 1500ml,190,300
Agua Saborizada,Sierra de los Padres Pomelo 2250ml,302,400
Agua Saborizada,Sierra de Los Padres Pomelo 500ml,73,100
Aperitivo,Americano Gancia 950 ml ,699,1100
Aperitivo,Americano Gancia Americano 1250ml,850,1550
Aperitivo,Aperol 750ml,1399,1750
Aperitivo,Campari 750ml,1600,2000
Aperitivo,Carpano Rosso 950ml,999.98,1250
Aperitivo,CinZano Vermouth Rosso 1000ml,1099,1350
Aperitivo,Dr Lemon Pomelo 473ml,290,400
Aperitivo,Dr Lemon Vodka 473ml,290,400
Aperitivo,Dr. Lemon Limon 473 ml,290,400
Aperitivo,Fernandito 1000ml,158.33,230
Aperitivo,Fernandito Doble 1L,158.33,230
Aperitivo,Fernando 1L,158.33,230
Aperitivo,Fernet Branca 450ml,1162.2,1700
Aperitivo,Fernet Branca 750 cc,1350,1800
Aperitivo,Frizzé Blue Evolution 1000ml,210,280
Aperitivo,Martini Rosso 1000ml,1199,1500
Aperitivo,Smirnoff Ice  Red Berries 473 ml,400,550
Aperitivo,"Terma Citrus Hierbabuena y Enebro 1,35 L",169,350
Aperitivo,"Terma Pomelo Quina & Cuasia 1,35 L",234.11,350
Aperitivo,"Terma Pomelo Rosado Peperina y Coriandro 1,35 L",237.99,350
Aperitivo,"Terma Pomelo Rosado Peperina y Coriandro 1,35 L",234.11,350
Bebida Blanca,Bols Café al Coñac 200ml,400,500
Bebida Blanca,Café al Coñac Cusenier  20 cl,300,450
Bebida Blanca,Criadores 195ml,488,650
Bebida Blanca,CuernaVaca Tequila 1000ml,488,650
Bebida Blanca,Licor Cusenier Blue Curacao 700ml,900,1200
Bebida Blanca,Licor fino Bar & Pub's Chocolate 200ml,210,500
Bebida Blanca,Licor fino Bar & Pub's Dulce de Leche 200ml,210,500
Bebida Blanca,Ron Blanco New Style 1000ml,450,600
Bebida Blanca,Skyy Vodka 750ml,713,950
Bebida Blanca,Smirnoff Citrus 700ml,900,1200
Bebida Blanca,Smirnoff Tangerine & Lemongrass 700ml,900,1200
Bebida Blanca,Smirnoff Watermelon 700ml,900,1200
Bebida Blanca,VAT 69 Apple Vibe 700ml,1900,2600
Bebida Blanca,VAT 69 Blended Scotch Whisky 750ml,1900,2600
Bebida Blanca,VAT 69 Guaraná Storm 750ml,1900,2600
Bebida Blanca,Whisky Añejo Doble-V 1000ml,600,800
Carga,Carga Virtual,1,1
Cerveza,Amstel  473ml,260.23,350
Cerveza,Andes Fresquita Mendocina 473ml,214.86,350
Cerveza,Brahma  473ml,252.91,350
Cerveza,Brahma Dorada Lata 473 cm3,274.81,360
Cerveza,Brahma Retornable 1000ml,511.85,600
Cerveza,Budweiser 473 cc,242.49,320
Cerveza,Budweiser King of Beers 410cc,220.83,300
Cerveza,Budweiser King of Beers 710cc,490.39,450
Cerveza,Budweiser Retornable 1000ml,451.66,550
Cerveza,Combo Quilmes 5x 473 ml + Vaso Murphy,1299.99,1800
Cerveza,Cooler Corona ,15000,19000
Cerveza,Corona  710ml,650,850
Cerveza,Corona 330ml,411,500
Cerveza,Corona 410ml,366.66,480
Cerveza,Corona-Frapera-Tabla-Destapador,3500,5500
Cerveza,ESH,1399.99,1800
Cerveza,FRAPERA BUDWEISSER METAL,2800,5500
Cerveza,Frapera Metal Corona,4800,5800
Cerveza,Frapera Plática Brahma roja,1200,2700
Cerveza,Frapera Stella Artois ,4160,5200
Cerveza,Gif Pack 1 Botella de Agua + 2 porrones de 330 cc Corona,2770,3600
Cerveza,GP Quilmes Vasos Independiente + 4 latas 473 ml,1399.99,1800
Cerveza,Heineken  473ml,317,450
Cerveza,Imperial Golden  473ml,267.66,350
Cerveza,Imperial Golden Retornable 1000ml,442,580
Cerveza,Imperial IPA 473 ml,130,300
Cerveza,Imperial Lager  473ml,200,300
Cerveza,Michelob Ultra 410 cm3,154.166,280
Cerveza,Miller  473ml,297.41,360
Cerveza,Patagonia  Bohemian Pilsener 473 cc,335.87,450
Cerveza,Patagonia 24.7 730 ml,592.37,770
Cerveza,Patagonia Amber Lager 730ml,592.37,770
Cerveza,Patagonia Bohemian Pilsener 730 cc,592.37,770
Cerveza,Patagonia Weisse 730 cc,592.37,770
Cerveza,Promoción Brahma + Vaso,225,720
Cerveza,Quilmes 1890 473ml,204,300
Cerveza,Quilmes Bajo Cero Retornable 1000ml,451.66,530
Cerveza,Quilmes Clásica  473ml,239.6,330
Cerveza,Quilmes Negra  473ml,235.41,300
Cerveza,Salta  473ml,128,190
Cerveza,Santa Fé  473ml,193.75,280
Cerveza,Santa Fé Pilsen,191.66,280
Cerveza,Schin  473ml,120,200
Cerveza,Schneider  473ml,227.5,300
Cerveza,Stella Artois  Noire 473 cc,333.33,450
Cerveza,Stella Artois Belgium 410 cm3,333.33,450
Cerveza,Stella Artois Belgium 473 cc,399,500
Cerveza,Stella Artois NO Retornable 710ml,611,700
Cerveza,Stella Artois Retornable 1000ml,703.42,800
Chocolate,Águila Minitorta Blanco 69g,147.52,200
Chocolate,Águila Minitorta Clásico 69g,147.52,200
Chocolate,"Águila Minitorta Cloco 70,5g",147.52,200
Chocolate,"Alfajor B&N Blanco 73,5g",147.52,200
Chocolate,"Alfajor B&N Negro 3,0 73,5g",147.52,250
Chocolate,Alfajor Block 60g,147.52,200
Chocolate,Alfajor Bonobon 3 ,138.52,200
Chocolate,Alfajor Clásico Terrabussi 50 grs,78.16,200
Chocolate,Alfajor Genio Nevares Triple Blanco 60 grs,66.89,100
Chocolate,Alfajor Genio Nevares Triple Negro 60 grs,66.89,100
Chocolate,Alfajor Glaseado Terrabussi 38 grs,100,200
Chocolate,Alteza Chocolate Taza 90g,128,450
Chocolate,Arcor Milk Sorpresa 264g,101,250
Chocolate,"Bagley Negro Triple 3,0 1",114,200
Chocolate,Block Cofler 110g,218,300
Chocolate,Block Cofler 38g,141.78,200
Chocolate,Bombón Bel Choco 9g,15,20
Chocolate,Bon o Bon Aguila Negro,41.17,80
Chocolate,Bon o Bon con Chocolinas Negro,41.17,80
Chocolate,Bonobón Arcor Blanco,55,80
Chocolate,Bonobón Arcor Negro,55,80
Chocolate,Chocolate Mani Vizzio Bonafide 85g,174,250
Chocolate,Chocolate Nesquik en Polvo 150 grs,150,250
Chocolate,Chocolate Nestle Maní  33 grs,200,300
Chocolate,Chocolate Taza Georgalos 100g,265,350
Chocolate,Chocolino 180 grs,169.9,230
Chocolate,Cofler Air Blanco 55 grs,298.6,400
Chocolate,Cofler Air Leche 55 grs,298.6,400
Chocolate,Cofler Almendras 55 grs,283.86,400
Chocolate,Cofler Blanco Air 100 grs,520.48,650
Chocolate,Cofler Blanco con Chocolinas 100 grs,512.17,650
Chocolate,Cofler Chocolate con Leche  100 grs,512.17,650
Chocolate,Cofler Chocolate con Leche 55g,283.86,400
Chocolate,Cofler Graffiti Blanco 45 grs,125,200
Chocolate,Cofler Graffiti Negro 45 grs,125,200
Chocolate,Cofler Leche Air 100 grs,520.48,650
Chocolate,Cofler Mixto Air 100 grs,520.48,650
Chocolate,Cofler Rockets 100 grs,512.17,650
Chocolate,Cofler Rocklets 55g,227.82,300
Chocolate,Fel Fort Dos Corazones 26g,90.65,200
Chocolate,Georgalos Full Maní 100g,180,240
Chocolate,Hamlet Almendras y Maní 43 grs,53.33,150
Chocolate,Hamlet Sabor Yoghurt Frutilla 43 grs,53.33,150
Chocolate,KingTat 18g,38,50
Chocolate,Las Colonias Blanco Triple 1,72.91,130
Chocolate,Las Colonias Negro Triple 1,72.91,130
Chocolate,Mantecol Clásico 111g,285,380
Chocolate,Milka Leche 55 grs,420,450
Chocolate,Oblea Twit Arcor 20 grs,60,80
Chocolate,Obli-Bon Blanco 17g ,23,30
Chocolate,Obli-Bon Bocadito Relleno 10g,30,40
Chocolate,Obli-Bon Bombón 170g x 10 unidades,300,400
Chocolate,Paraguitas ,53.79,100
Chocolate,Rocklets  20g,68,100
Chocolate,Rocklets 40 grs,167.5,200
Chocolate,Sapito Maní 10g,23,30
Chocolate,Tatín Blanco Simple 1,60.25,100
Chocolate,Tatín Blanco Triple 1,82,130
Chocolate,Tatín Negro Simple 1,60.25,100
Chocolate,Tatín Negro Triple 1,82,130
Chocolate,Tofi Blanco Triple 1,98,200
Chocolate,Tofi Glaseado 44g,80.72,150
Chocolate,Tofi Negro Triple 1,98,200
Cigarrillo,Camel 11,405,460
Cigarrillo,Chesterfield 20 Box,560,650
Cigarrillo,Chesterfield 20 Común ,460,550
Cigarrillo,Cigarrillo CJ Rubios,150,280
Cigarrillo,Cigarrillos CJ Rubios Convertible,180,320
Cigarrillo,Cigarrillos CJ Rubios Mentolado,150,300
Cigarrillo,Liverpool 20 Box Rojo,255,350
Cigarrillo,Liverpool Green,255,350
Cigarrillo,Lucky Strike  Común 12 ,360,420
Cigarrillo,Lucky Strike  Común Convertible 20,560,630
Cigarrillo,Lucky Strike  Convertible 12,360,430
Cigarrillo,Lucky Strike  Convertible Box 20,630,700
Cigarrillo,Lucky Strike Común 20 Blanco ,560,630
Cigarrillo,Lucky Strike Dark Paris,776.25,850
Cigarrillo,Marlboro  Común 12,400,450
Cigarrillo,Marlboro  Común 20,630,700
Cigarrillo,Marlboro Box 20,720,800
Cigarrillo,Marlboro Fusión 12,371.25,450
Cigarrillo,Marlboro Fusión 20 Box,640,700
Cigarrillo,Master Común 20,265,350
Cigarrillo,Philip Morris  Común 12,360,450
Cigarrillo,Philip Morris  Convertible Box 20,630,700
Cigarrillo,Philip Morris 20 Común 20,560,630
Cigarrillo,Philip Morris Convertible 12,360,450
Cigarrillo,Pier Rojo 20 20,255,350
Cigarrillo,Pier Rojo x 10,145,230
Cigarrillo,Pier Verde 20 20,255,350
Cigarrillo,Rodeo 20 20,180,250
Cigarrillo,Rothmans Covertible 20,475,530
Cigarrillo,Rothmans Red Ks 20,460,510
Cigarrillo,Suelto Barato 1,0,20
Cigarrillo,Suelto Nacional 1,0,30
Cigarrillo,Sueltos $20,0,20
Cotillón,Bengalas 1,60,100
Cotillón,Bengalas para tortas Candela x 4 unidades,109.57,200
Cotillón,Bombuchas Fiesta Loca 100 globitos,210,450
Cotillón,Bombuchas Perfumadas x 100 globitos,375,450
Cotillón,Cucharitas Plásticas,3.22,10
Cotillón,"Globos Candela Blanco 12"" x 25 unidades Perlados",22.4,30
Cotillón,"Globos Candela Celeste 12"" x 25 unidades Perlados",22.4,30
Cotillón,"Globos Candela Multicolor 9"" x 50 unidades",12,20
Cotillón,Vasos Descartables Color,8,30
Cotillón,Vasos descartables x 1 litro ,45,150
Cotillón,Velas de cumpleaños 1,8,20
Embutidos,Salchichas 66 200 grs,114.99,200
Embutidos,Salchichas Don Otto 190g,83,110
Energizante,Gatorade Cool Blue 125L,482.56,650
Energizante,Gatorade Cool Blue 500 ml,268.14,370
Energizante,Gatorade Cool Blue 750ml,307.32,400
Energizante,"Gatorade Frutas Tropicales 1,25L",482.56,650
Energizante,Gatorade Frutas Tropicales 500ml,268.14,370
Energizante,Gatorade Frutos Tropicales 750ml,307.32,400
Energizante,Gatorade Lima Limón 500 ml,268.14,370
Energizante,"Gatorade Manzana 1,25L",482.56,650
Energizante,Gatorade Manzana 750ml,307.32,400
Energizante,"Gatorade Naranja 1,25L",482.56,650
Energizante,Gatorade Uva 500ml,268.14,370
Energizante,Monster Energy The Doctor,340,450
Energizante,Monster Energy Ultra 473cc,340,450
Energizante,Monster Energy Ultra Paradise,340,450
Energizante,Monster Energy Ultra Sunrise,340,450
Energizante,Monster Mango Loco 473cc,340,450
Energizante,Monster Negro 473ml,340,450
Energizante,Monster Water Melon 473cc,340,450
Energizante,Powerade Blue 500ml,200,300
Energizante,Powerade Frutos Tropicales 500ml,200,300
Energizante,Powerade Manzana 500ml,200,300
Energizante,Red Bull 250ml,390.14,500
Energizante,Red Bull Sabor sandía,390.14,500
Energizante,Red Bull Sugar Free,390.14,500
Energizante,Red Bull Tropical Edition 250ml,390.14,500
Energizante,Speed 250ml,120,420
Energizante,Speed 269ml 269ml,168.75,300
Energizante,Speed Unlimited 250 ml,149,300
Espumante,1888 Sidra 750ml,525,700
Espumante,Anana Fizz Del Valle 720 cc,366.66,500
Espumante,Ananá Fizz Real 720 ml,608.33,850
Espumante,Del Valle Durazno Fizz 720ml,300,500
Espumante,Del Valle Sidra Etiqueta Negra 720ml,300,500
Espumante,DU Renaissance 750 ml,500,650
Espumante,Federico de Alvear Extra Dulce,574.8,750
Espumante,La Farruka Gran Sidra 910ml,263,500
Espumante,La Victoria Fresas 720ml,300,500
Espumante,La Victoria Sidra 720ml,263,500
Espumante,Novecento Extra Dulce 750ml,490,650
Espumante,Real Sidra 750ml,600,800
Espumante,Sidra Real 910 ml,625,850
Farmacia,Acondicionador Pantene Restauración 10 ml,11,50
Farmacia,Actron 600,90,130
Farmacia,Actron Ibuprofeno 400 mg,44.5,80
Farmacia,Alcohol Etílico Dismar 500ml,128,170
Farmacia,"Alikal 4,5g",68,150
Farmacia,Alikal Antiácido sabor Naranja,89.66,150
Farmacia,Alikal Clásico ,95.19,150
Farmacia,Apósitos Protectores,10,20
Farmacia,Apósitos Protectores Plásticos ,16,30
Farmacia,Aspirinetas,5,10
Farmacia,Azufre en Barra ,30,80
Farmacia,Bayaspirina 500mg 1,23,30
Farmacia,Bayaspirina Forte,25,40
Farmacia,Buscapina Compositum 1,30,40
Farmacia,Buscapina Dúo,87,120
Farmacia,Buscapina Dúo 20 comprimidos,87,120
Farmacia,Buscapina Perlas 10 mg,64,100
Farmacia,Cafiaspirina 500mg 1,23,30
Farmacia,Colgate Herbal Blanqueadora 90 grs,200,350
Farmacia,Colgate Ultra Blanco 90 grs,227.76,350
Farmacia,Crema Dental Colgate Herbal Blanqueadora 140 grs,495,650
Farmacia,Crema Dental Colgate Triple Acción Xtra Blancura 50 grs,72,120
Farmacia,Crema Dental con Flúor Fresh Dent,182.23,250
Farmacia,Crema Dental Kolynos 180 grs,445,600
Farmacia,Curitas 1,15,20
Farmacia,Curitas Transpiel x 10,11.35,30
Farmacia,Diclofenac Sódico 100mg 1,21,40
Farmacia,Diclogesic Plus B12,28,40
Farmacia,Doncella Anatómicos,83,130
Farmacia,Esmalte Jactans,198,350
Farmacia,Esmalte Miguel Angel,89,250
Farmacia,Esmalte Secado Rápido India,89,250
Farmacia,Fibrolex 500mg,7,30
Farmacia,Geniol Forte x 16 comprimidos,36.5,50
Farmacia,Gripaben Té Descongestivo Granulado Miel  y Limón 5 grs ,180,300
Farmacia,Higienol Export 30m,58.1,100
Farmacia,Ibu 400 ISA 1,35,50
Farmacia,IbuEvanol Forte 400 mg,31.45,50
Farmacia,Ibupirac Fem Analgésico Antiespasmódico,29.22,40
Farmacia,Ibupirac Ibuprofeno 400 mg,25.75,40
Farmacia,Ibupirac Plus Maxx 10 comprimidos,20.6,50
Farmacia,Ibuprofeno 600 1,40,40
Farmacia,Ibuprofeno TRB Pharma 400 mg,20,30
Farmacia,Ibuprofeno Vent3 400 mg,12,30
Farmacia,Ibuprofeno Vent3 600 mg,15,40
Farmacia,Isaspirina Preventiva Aspirina 100 mg ,4.8375,10
Farmacia,Jabón Carmel Rosa,70,100
Farmacia,Jabón Rexona Frescura Revitalizante x3,255,320
Farmacia,Jabón St Tropez Brillo y Luz X3,252,330
Farmacia,Jabón St Tropez Flores X3,252,330
Farmacia,Jabón Tocador Cupido  Tira 3 x 90 grs,43.3,80
Farmacia,Kolynos 90 grs,247.99,350
Farmacia,Kolynos Triple Extra Fresh 70g,103,250
Farmacia,Kotex Normal con Alas,105,150
Farmacia,Ladysoft Normal con alas x 8 u,112.51,250
Farmacia,Ladysoft Ultradelgada con alas x 8 u,150,230
Farmacia,Liberol Loratadina 10mg 1,23,30
Farmacia,Maquillaje Corrector N° 1 Light Beige,400,500
Farmacia,Maquillaje Corrector N° 3 Strobing ,400,500
Farmacia,Maquillaje Corrector N°2 Mediano Beige,400,500
Farmacia,Máquina de afeitar Bic Comfort 3 Advance 1,150,200
Farmacia,Máquina de afeitar Bic Flex2 Cabeza Móvil,103,200
Farmacia,Maquinita de Afeitar Bic 2 hojas,166,200
Farmacia,Maquinita de Afeitar Bic 3 Hojas,166,250
Farmacia,Migral Compositum,60,100
Farmacia,Pack Economico Toallas Femeninas Calipso x 16 unidades,129.91,350
Farmacia,Pañal Huggies M 1,38,60
Farmacia,Pañal Pampers P 1,38,60
Farmacia,Pañuelos Descartables 1,23,70
Farmacia,Pañuelos Descartables Dismar,30,70
Farmacia,Pañuelos Descartables Elite,24.59,70
Farmacia,Papel Higiénico Elite Professional 50m ,75,100
Farmacia,Paracetamol ISA 500mg 1,23,30
Farmacia,Pastillas de Carbón Activado Eczane x 10 comprimidos,35.3,50
Farmacia,Preservativos Tulipán  x 3,176,300
Farmacia,Prime Anatómico 3,342.67,500
Farmacia,Prime Espermicida 3,342.67,500
Farmacia,Prime Extra Lubricado 3,342.67,500
Farmacia,Prime Mega Mayor Comodidad 3,342.67,500
Farmacia,Prime Retardante 3,342.67,500
Farmacia,Prime Stronger 3,342.67,500
Farmacia,Prime Super Fino 3,342.67,500
Farmacia,Prime Tachas 3,342.67,500
Farmacia,Prime Texturado 3,342.67,500
Farmacia,Prime Turbo 3,342.67,500
Farmacia,Prime Ultra Fino 3,342.67,500
Farmacia,Prime Warming  3,342.67,500
Farmacia,Protectores Diarios Calipso x 20,88.9,150
Farmacia,Quitaesmaltes Algabo,69,130
Farmacia,Sertal Compuesto,20,40
Farmacia,Sertal Compuesto,70,100
Farmacia,Sertal Propinol Perlas,64,100
Farmacia,Shampoo Pantene  Restauración 10ml,11,50
Farmacia,Tafirol  Paracetamol 500 mg,33.85,50
Farmacia,Tafirol Forte Paracetamol 650 mg,38.65,60
Farmacia,Tafirol Paracetamol 1g 1,63,80
Farmacia,Tafirol Paracetamol 1g 1,63,80
Farmacia,Toallas Femeninas Doncella x 8 u Normal con alas Perfumadas,82.9,200
Farmacia,Toallas Femeninas Ladysoft con alas x 8,114.9,250
Farmacia,Toallitas Always 8,113,180
Farmacia,Treg Omeprazol 20 mg x 15 cápsulas,26.5,40
Farmacia,Uvasal Clásico x 30 sobres,62.33,100
Farmacia,Uvasal Naranja 5g,53,100
Fotocopia,DNI 1,0,40
Fotocopia,DOBLE FAZ LEGAL 1,0,60
Fotocopia,IMPRESIÓN A4 1,0,40
Fotocopia,IMPRESIÓN LEGAL  1,0,40
Fotocopia,SIMPLE FAZ A4 1,0,20
